index,Price,employees,CEO_age,intra_day_up,intra_week_up,intra_month_up,Symbol,ipoDate,sector,IPO_weekday,firstday_volume,inweek_volume,inmonth_volume,SP500_lastweek_return
588,18.0,10600.0,63.0,0,0,0,PRAH,2014-11-13,Healthcare,3,6182450.0,2438065.409999999,11182381.318300003,0.0019244576574672934
589,8.0,147.0,56.0,0,0,0,SKYS,2014-11-13,Utilities,3,338320.0,953040.8199,1513410.3679,0.0019244576574672934
590,19.5,12650.0,54.0,0,0,0,AXTA,2014-11-12,Basic Materials,2,24860672.0,9252327.5301,34095879.491500005,0.001444502453553225
591,6.5,19.0,63.0,1,0,0,JYNT,2014-11-11,Healthcare,1,623899.0,316336.5185,836277.2060999991,0.0015276731445588324
592,15.0,150.0,59.0,0,0,1,FRPT,2014-11-07,Consumer Defensive,4,9931798.0,2531231.4700000007,18178267.526100002,0.0035483358415623017
593,12.0,463.0,44.0,0,0,0,TBK,2014-11-07,Financial Services,4,1377356.0,499886.463,2020724.0406999998,0.0035483358415623017
594,12.0,296.0,59.0,1,1,1,UPLD,2014-11-06,Technology,3,2617636.0,679760.0796,2895257.6361000007,0.0033004870249430584
595,13.5,46.0,67.0,1,1,1,CHRS,2014-11-06,Healthcare,3,3432498.0,1270679.0380000002,4514195.959599998,0.0033004870249430584
596,18.0,114.0,62.0,0,0,0,NVRO,2014-11-06,Healthcare,3,5642431.0,1017267.5425000001,4410183.149299999,0.0033004870249430584
597,25.0,0.0,68.0,1,1,1,AM,2014-11-05,Energy,2,30912742.0,4261116.74,11600171.605699997,0.0044667098899884294
598,9.0,74.0,54.0,0,0,0,XENE,2014-11-05,Healthcare,2,702302.0,1929439.3059999999,3004217.6645,0.0044667098899884294
599,19.0,30.0,53.0,0,0,0,BLCM,2014-12-18,Healthcare,3,9516832.0,4562863.629699999,15904707.0187,0.00021530629003223872
600,20.0,369.0,47.0,0,0,1,ONDK,2014-12-17,Financial Services,2,12699924.0,4771957.480500001,15230954.2151,-0.0032494120358316702
601,14.0,949.0,65.0,1,1,1,WK,2014-12-12,Technology,4,5035122.0,1313930.7171000002,4073798.1786999996,-0.005002847909808349
602,23.0,534.0,52.0,0,0,0,NEWR,2014-12-12,Technology,4,8348556.0,2091729.5764999997,6280687.248399996,-0.005002847909808349
603,11.0,232463.0,58.0,1,1,1,FCAU,2014-12-12,Consumer Cyclical,4,181.0,1560.6464,22421.49740000002,-0.005002847909808349
604,21.0,288.0,57.46021093000968,1,1,1,JRVR,2014-12-12,Financial Services,4,3419256.0,1943372.6099999994,4297245.253399998,-0.005002847909808349
605,15.0,742.0,53.0,0,0,0,LC,2014-12-11,Financial Services,3,46538539.0,53616844.43,111404397.17000003,-0.0021488007558429895
606,13.5,358.0,43.0,1,1,1,MOMO,2014-12-11,Technology,3,19850705.0,17052712.67,33349863.936499998,-0.0021488007558429895
607,11.0,45.0,50.0,1,1,1,HSGX,2014-12-03,Healthcare,2,1638277.0,868510.2652,2184331.2983000004,0.0007567699512491968
608,13.0,116.0,60.0,0,0,0,AVGR,2015-01-30,Healthcare,4,67470.0,39534.719999999994,119401.63599999997,-0.0025705844867665345
609,23.0,0.0,54.0,1,1,1,HIFR,2015-01-30,Real Estate,4,13924943.0,2955797.5649,11593470.284299998,-0.0025705844867665345
610,23.0,47.0,43.0,0,0,0,ONCE,2015-01-30,Healthcare,4,7121164.0,1753007.09,6001822.785,-0.0025705844867665345
611,21.0,1680.0,47.0,0,0,0,SHAK,2015-01-30,Consumer Cyclical,4,16275333.0,7075532.6948,23079543.881599993,-0.0025705844867665345
612,10.0,14.0,58.0,1,1,0,TCON,2015-01-30,Healthcare,4,998983.0,263394.3846,4209896.4300999995,-0.0025705844867665345
613,10.0,33.0,57.46021093000968,1,1,1,LENS,2015-01-29,Healthcare,3,1347751.0,1730833.9124999994,2311285.088599999,-3.864316951293237e-05
614,16.0,15.0,64.0,1,1,0,FLKS,2015-01-29,Healthcare,3,5211585.0,867559.7109999998,2720554.689499998,-3.864316951293237e-05
615,18.0,55.0,62.0,0,1,0,ASND,2015-01-28,Healthcare,2,3507107.0,1265431.4901,2615417.9929000004,-0.0011793193005502633
616,11.0,29.0,73.0,0,0,0,ZSAN,2015-01-27,Healthcare,1,78256.0,36063.564000000006,88851.09400000004,0.0026663676654738377
617,12.25,2270.0,63.0,1,1,1,EURN,2015-01-23,Industrials,4,100.0,392.79999999999984,2199.6800000000035,0.002060433137496344
618,14.0,1131.0,37.0,0,0,0,BOX,2015-01-23,Technology,4,42593223.0,24754525.430299997,57736546.10819999,0.002060433137496344
619,15.75,100.0,57.46021093000968,0,0,0,ICBK,2015-01-16,Financial Services,4,648702.0,96652.4931,242088.79790000003,-0.0004035020936871771
620,14.25,0.0,61.0,1,1,1,AJX,2015-02-13,Real Estate,4,1315226.0,334294.4,1371893.5650000009,0.003855973195101622
621,12.0,48.0,48.0,1,1,1,BLPH,2015-02-13,Healthcare,4,1528330.0,156810.0297,1476174.2001999991,0.003855973195101622
622,16.0,161.0,48.0,0,0,0,NVTA,2015-02-12,Healthcare,3,6712166.0,1238921.9199999997,5380940.910799997,0.0026801468093070125
623,27.0,2474.0,53.0,0,0,0,INOV,2015-02-12,Technology,3,19438933.0,7504926.0724,18151520.3255,0.0026801468093070125
624,15.0,25.0,60.0,1,1,1,DEA,2015-02-06,Real Estate,4,3498080.0,1533091.93,5421962.6701,0.0038088381718376363
625,20.0,0.0,64.0,1,1,1,JCAP,2015-03-27,Real Estate,4,366601.0,189291.95500000002,908884.1096,-0.0026161174340062804
626,21.0,220.0,57.46021093000968,1,1,1,FSB,2015-03-26,Financial Services,3,5000.0,258.00000000000006,1444.8000000000018,-0.001217565997855655
627,18.0,360.0,58.0,0,0,0,SEDG,2015-03-26,Technology,3,6565708.0,2109205.537499999,8588588.0114,-0.001217565997855655
628,41.5,93.0,57.46021093000968,0,1,1,CLLS,2015-03-25,Healthcare,2,4185663.0,3801052.4438,7318393.226100004,-0.001352233669832868
629,4.0,179.0,59.0,0,0,0,TANH,2015-03-24,Basic Materials,1,241870.0,606796.3201,1920437.8481,0.002660991590757119
630,19.5,240.0,57.46021093000968,0,0,0,NCOM,2015-03-19,Healthcare,3,588736.0,162914.32989999998,436245.50809999986,0.0031583412125898275
631,18.0,3990.0,66.0,1,1,1,SUM,2015-03-12,Basic Materials,3,14613558.0,3446085.7677999996,11233514.601199994,-0.0028142169987664784
632,9.9,24.0,66.0,0,0,0,SMMT,2015-03-05,Healthcare,3,1470452.0,529146.2154,1406879.2460000005,-0.0009720146881175047
633,18.0,60.0,51.0,0,0,0,BPMC,2015-04-30,Healthcare,3,7157672.0,1975871.5700000003,8044991.339300003,-0.0007919039892845259
634,20.0,3107.493309545049,51.0,1,1,1,EVA,2015-04-29,Basic Materials,2,9685209.0,2000568.2920000004,5095509.051399999,0.00044356762346732726
635,8.0,5.0,56.0,0,0,1,VKTX,2015-04-29,Healthcare,2,435200.0,514544.3675,1704355.7020000005,0.00044356762346732726
636,13.0,13.0,65.0,1,1,1,NSA,2015-04-23,Real Estate,3,11165495.0,2194949.7700000005,6532219.154700001,0.0011797470231141225
637,17.0,18027.0,70.0,0,0,0,PRTY,2015-04-16,Consumer Cyclical,3,19374411.0,6556379.185699999,18045901.110600006,0.00196587279252133
638,19.0,148.0,57.0,1,1,1,VIRT,2015-04-16,Financial Services,3,15680086.0,9204504.065999996,19537936.6996,0.00196587279252133
639,11.0,18.0,49.0,0,0,0,KMPH,2015-04-16,Healthcare,3,2805801.0,450081.96339999983,1748013.5739999993,0.00196587279252133
640,16.0,685.0,53.0,0,0,0,ETSY,2015-04-16,Consumer Cyclical,3,19763334.0,12502591.214899996,50533962.049799986,0.00196587279252133
641,19.0,56.0,60.0,0,0,0,XBIT,2015-04-15,Healthcare,2,1022880.0,1623366.5076000004,6291258.3683,0.0017825213004587345
642,16.0,33.0,67.0,0,1,1,CDTX,2015-04-15,Healthcare,2,4512149.0,1115110.9400000002,4740400.901199998,0.0017825213004587345
643,17.0,53.0,73.0,0,0,0,ADRO,2015-04-15,Healthcare,2,6884160.0,5918297.4073,17975869.94449999,0.0017825213004587345
644,10.0,251.0,57.46021093000968,0,0,0,KRNT,2015-04-02,Industrials,3,3064280.0,577379.8614,2633493.7237000004,-0.001651811210789167
645,20.0,4908.0,51.0,0,0,0,GDDY,2015-04-01,Technology,2,23169100.0,9868908.679900002,22635456.495800007,-0.0030331096273036
646,10.0,1708.0,54.0,0,0,0,BZUN,2015-05-21,Consumer Cyclical,3,9467872.0,14409115.165000003,34162542.68960001,0.0021506682127206173
647,19.0,3107.493309545049,63.0,1,1,1,CHCT,2015-05-21,Real Estate,3,1118388.0,678987.7213,2583331.7961999984,0.0021506682127206173
648,17.0,632.0,41.0,0,0,0,SHOP,2015-05-21,Technology,3,12303919.0,5117262.010000001,19247819.804500006,0.0021506682127206173
649,17.0,0.0,64.0,0,0,0,FTAI,2015-05-15,Industrials,4,10519955.0,3056122.6299999994,9595190.363299996,0.0029193231645245265
650,8.0,76.0,68.0,0,0,0,RKDA,2015-05-15,Basic Materials,4,64936.0,39674.884000000005,156415.70599999998,0.0029193231645245265
651,42.05,417.0,63.0,1,1,1,GLPG,2015-05-14,Healthcare,3,500.0,597.0000000000003,2572.400000000004,0.0021730176331395163
652,7.0,17.0,63.0,0,0,0,JAGX,2015-05-13,Healthcare,2,422625.0,252948.5841,901798.3765,-0.0010579352673155526
653,5.0,16.0,60.0,1,1,1,BVXV,2015-05-12,Healthcare,1,445604.0,1267008.7472,2348347.7669999995,-0.0005942633425823589
654,12.0,24.0,51.0,0,0,0,COLL,2015-05-07,Healthcare,3,1014850.0,505550.8852000001,2534516.091,-0.0017892552710887522
655,14.0,49.0,50.0,0,0,0,LIFE,2015-05-07,Healthcare,3,3303252.0,2093802.3942,4930775.212500002,-0.0017892552710887522
656,14.0,77.0,58.0,1,0,0,HTGM,2015-05-06,Healthcare,2,905963.0,467356.8999999999,2699473.3448999994,-0.0019327669487281263
657,17.0,106.0,63.0,1,1,0,ADAP,2015-05-06,Healthcare,2,8301712.0,3945438.316,10526257.4227,-0.0019327669487281263
658,6.0,29.0,65.0,0,0,0,OPGN,2015-05-05,Healthcare,1,27807.0,16405.997499999998,54702.642499999994,-0.0018878511539997772
659,19.0,117.0,70.0,1,1,1,BSM,2015-05-01,Energy,4,17631209.0,7421814.29,15450782.675899997,4.1741911137974495e-05
660,14.0,437.0,53.0,0,0,0,ALRM,2015-06-26,Technology,4,9088360.0,4470893.62,13259094.533800002,8.757042587611721e-05
661,12.0,430.0,49.0,0,0,0,APPF,2015-06-26,Technology,4,3529122.0,774959.4100999999,2866950.5818,8.757042587611721e-05
662,15.0,0.0,57.0,1,1,1,GPP,2015-06-26,Energy,4,7284822.0,2321376.7298999997,4718956.2952,8.757042587611721e-05
663,18.0,46.0,46.0,0,0,0,MCRB,2015-06-26,Healthcare,4,9079590.0,3290403.270099998,6688732.820399997,8.757042587611721e-05
664,22.5,4100.0,57.0,0,0,0,TRU,2015-06-25,Industrials,3,25922513.0,7756425.439999999,17564489.697899986,0.00042610198969885083
665,20.0,5368.0,63.0,1,1,1,MCRN,2015-06-25,Industrials,3,8344220.0,2022052.6473000008,7650128.662899999,0.00042610198969885083
666,6.0,521.0,62.0,0,0,0,LNTH,2015-06-25,Healthcare,3,2066942.0,568483.7368000001,2426863.567399999,0.00042610198969885083
667,18.0,126.0,61.0,0,0,0,GKOS,2015-06-25,Healthcare,3,7555305.0,2056541.5388000002,7153961.559900002,0.00042610198969885083
668,12.0,34.0,54.0,0,0,0,CATB,2015-06-25,Healthcare,3,1687799.0,397214.48500000016,2177611.0628,0.00042610198969885083
669,5.0,5.0,39.0,0,1,1,RTTR,2015-06-24,Healthcare,2,145619.0,65262.16100000001,237231.37699999998,0.0016637349767510174
670,68.56,85.0,50.0,1,1,1,CYAD,2015-06-19,Healthcare,4,892877.0,488622.77999999997,1235581.4605000007,0.0003414943975580874
671,20.0,579.0,46.0,0,0,0,FIT,2015-06-18,Technology,3,52045177.0,109316695.88990003,342011157.86789984,0.002819483908550421
672,22.0,8900.0,63.0,0,0,0,UNVR,2015-06-18,Basic Materials,3,18002112.0,4376316.32,12691731.935800001,0.002819483908550421
673,19.0,366.0,54.0,0,0,0,WING,2015-06-12,Consumer Cyclical,4,10898994.0,2908734.8813000005,10332589.188199995,-0.001332679418892638
674,14.5,419.0,63.0,1,1,1,PUB,2015-06-11,Financial Services,3,1409063.0,436637.1451,969511.9028000004,-3.079784846791801e-05
675,17.0,836.0,55.0,0,0,0,EVH,2015-06-05,Technology,4,10806670.0,3378864.7300000004,7919018.949800006,-0.0020678349110755706
676,19.0,2354.0,91.0,1,1,1,DTEA,2015-06-05,Consumer Defensive,4,7716464.0,3945514.6224999996,10362361.594999997,-0.0020678349110755706
677,5.0,13.0,56.0,0,0,0,AQMS,2015-07-31,Industrials,4,537516.0,809861.8701000002,1388916.1163000003,-0.000670369458914236
678,9.0,64.0,64.0,1,1,1,XELB,2015-07-31,Consumer Cyclical,4,0.0,7808.22,164933462.43927416,-0.000670369458914236
679,15.0,35.0,65.0,1,1,1,VTVT,2015-07-30,Healthcare,3,5015569.0,1867771.5400000005,3581498.3141000015,-0.0006869680173729702
680,25.0,15.0,69.0,1,1,1,NK,2015-07-28,Healthcare,1,12758747.0,6517896.020000001,19855365.380199995,-0.0022351991806017608
681,15.0,62.0,54.0,1,0,0,NEOS,2015-07-23,Healthcare,3,3201487.0,933783.2500000002,3733105.5019999994,-0.0004526183317874783
682,17.0,263.0,70.0,0,0,0,LOB,2015-07-23,Financial Services,3,2755657.0,1152965.6209000004,3231628.4351000004,-0.0004526183317874783
683,15.0,475.0,60.0,1,1,1,MCFT,2015-07-17,Consumer Cyclical,4,4330283.0,852773.67,4128070.084800001,0.005500824780649378
684,13.0,116.0,62.0,1,1,1,OOMA,2015-07-17,Communication Services,4,3786003.0,1436271.8155,4552032.8262,0.005500824780649378
685,16.0,554.0,46.0,0,0,0,RPD,2015-07-17,Technology,4,10609267.0,4304995.781200001,10919364.528999994,0.005500824780649378
686,16.0,5000.0,63.0,0,0,0,OLLI,2015-07-16,Consumer Defensive,3,12591082.0,2388297.2340000006,7804551.318500003,0.0029638344880708522
687,10.0,852.0,59.0,1,1,1,JP,2015-07-16,Financial Services,3,2562437.0,2064689.6718,2886328.508199998,0.0029638344880708522
688,16.0,22.0,59.0,0,0,0,CHMA,2015-07-16,Healthcare,3,5424052.0,2836327.8399999994,7814675.299999999,0.0029638344880708522
689,7.0,2255.0,61.0,0,0,0,HLG,2015-07-07,Consumer Defensive,1,42252.0,376712.3599,502712.9468999999,-0.0013929354377698283
690,18.0,674.0,43.0,0,0,1,NTRA,2015-07-02,Healthcare,3,13667967.0,2103652.0899,9791945.811199998,-0.0031852339388871442
691,15.0,353.0,56.0,0,0,0,CFMS,2015-07-01,Healthcare,2,5811895.0,6133445.458999999,12744877.312700003,-0.0030503923325000404
692,19.0,259.0,50.0,0,0,0,TDOC,2015-07-01,Technology,2,10512868.0,3151071.2138,11949194.263299998,-0.0030503923325000404
693,9.5,620.0,71.0,1,1,1,UFAB,2015-07-01,Consumer Cyclical,2,573400.0,871000.0,1585200.0,-0.0030503923325000404
694,9.21,21.0,57.46021093000968,0,0,0,BNTC,2015-08-18,Healthcare,1,600.0,2853.2,22231.32960000001,0.0013462520909675987
695,21.0,981.0,62.0,1,1,1,HLI,2015-08-13,Financial Services,3,4714933.0,1508304.9790000003,4618434.856200001,-0.0006553260641239321
696,20.0,47.0,63.0,1,1,1,GBT,2015-08-12,Healthcare,2,6957368.0,3216549.49,6681625.578899998,-0.0007945393049521497
697,16.0,21.0,54.0,0,0,0,AIMT,2015-08-06,Healthcare,3,7528303.0,2974745.4388999995,6901598.900699999,-0.0006527507685280463
698,16.0,842.0,49.0,1,1,1,PLNT,2015-08-06,Consumer Cyclical,3,16170276.0,5045137.854,14667768.408300003,-0.0006527507685280463
699,14.0,1700.0,42.0,1,1,1,RUN,2015-08-05,Technology,2,14096975.0,6876957.860500002,17757785.22860001,0.0022242692184954688
700,14.0,7.0,64.0,0,0,0,ZYNE,2015-08-05,Healthcare,2,1535500.0,2030523.7781999998,4606539.138899997,0.0022242692184954688
701,6.0,44.0,55.0,0,0,1,NTEC,2015-08-04,Healthcare,1,343043.0,426705.40499999997,870813.3222000004,0.0009543129422382604
702,10.25,42.0,67.0,0,1,1,NBRV,2015-09-18,Healthcare,4,1906618.0,1250227.354,2097678.0395000004,0.0012124061774200065
703,30.0,1000.0,60.0,1,1,1,PEN,2015-09-18,Healthcare,4,3443812.0,1065507.6051000003,4872997.2022,0.0012124061774200065
704,22.0,19.0,47.0,0,1,1,RGNX,2015-09-17,Healthcare,3,6598268.0,2289084.8132,6341254.955300002,0.0015362069253067284
705,10.0,54.0,49.0,0,1,0,MYOK,2015-10-29,Healthcare,3,1475882.0,733966.1499,2656067.7809999986,0.004107934422553353
706,5.0,84.0,59.0,0,0,0,IOTS,2015-10-27,Technology,1,11933714.20209696,9200985.52575441,26558084.22784357,0.0023163910095007306
707,4.06,79.0,60.0,1,1,1,OASM,2015-10-23,Healthcare,4,211910.0,598648.3849000001,956193.6086000002,0.0057293148839156404
708,52.0,2858.0,67.0,0,1,1,RACE,2015-10-21,Consumer Cyclical,2,22497604.0,17703046.241999995,36889324.56549997,0.0001293699911274006
709,10.0,13.0,51.0,0,1,1,SBBP,2015-10-16,Healthcare,4,782292.0,892453.1989,1646042.4767999984,0.0026715105346212403
710,16.0,23000.0,63.0,0,0,0,FDC,2015-10-15,Industrials,3,64967540.0,49434477.30999999,122868484.87179998,0.0031665333009780155
711,10.0,1255.0,59.0,0,0,0,PMTS,2015-10-09,Industrials,4,1463685.0,947626.7999999999,2926026.2545000007,0.00693856550805827
712,12.0,60.0,55.0,0,1,0,CTMX,2015-10-08,Healthcare,3,1000412.0,369710.18249999994,1467767.3978999993,0.009560057590935938
713,21.0,304.0,80.0,0,0,0,ABTX,2015-10-08,Financial Services,3,1239681.0,345918.5318,1517750.4785999998,0.009560057590935938
714,11.0,11.0,52.0,0,0,0,ACRS,2015-10-07,Healthcare,2,1158745.0,1020102.1699999998,2465349.278299999,0.008476402989891798
715,17.0,1100.0,64.0,0,0,0,PSTG,2015-10-07,Technology,2,18799460.0,19513124.27,37789333.9796,0.008476402989891798
716,22.0,258.0,56.0,0,0,0,NVCR,2015-10-02,Healthcare,4,3210540.0,8682666.002999999,20091752.04429999,0.001014673512542284
717,19.0,12000.0,67.0,0,0,0,PFGC,2015-10-01,Consumer Defensive,3,5652965.0,2656745.3216,7257337.605700001,-0.0013230310838677445
718,11.0,18.0,57.46021093000968,0,0,0,EDGE,2015-10-01,Healthcare,3,1830301.0,942162.6210000002,2975659.1720999996,-0.0013230310838677445
719,19.0,5200.0,52.0,0,1,1,SGRY,2015-10-01,Healthcare,3,8800490.0,3541047.8090999997,9639427.680099994,-0.0013230310838677445
720,12.0,1316.0,52.0,0,0,0,DLTH,2015-11-20,Consumer Cyclical,4,3342992.0,1124485.9699999997,6421452.177899998,0.0010308120092295775
721,4.12,2.0,44.0,1,1,1,KTOV,2015-11-20,Healthcare,4,532852.0,616605.91,18673904.8473,0.0010308120092295775
722,9.0,9.0,54.0,1,1,0,AXSM,2015-11-19,Healthcare,3,532318.0,192364.2539,1497232.464499999,2.534322315274538e-05
723,10.0,619.0,48.0,0,0,1,MIME,2015-11-19,Technology,3,7131458.0,1266297.7616999997,5255613.979699999,2.534322315274538e-05
724,12.0,4800.0,53.0,0,0,0,MTCH,2015-11-19,Technology,3,26921614.0,14494371.730000002,37260465.67030001,2.534322315274538e-05
725,9.0,1282.0,45.0,0,0,0,SQ,2015-11-19,Technology,3,47440827.0,30937636.31999999,57660498.91,2.534322315274538e-05
726,8.0,115.0,65.0,0,0,0,MESO,2015-11-13,Healthcare,4,2900.0,62.00000000000002,2699.9999999999914,-0.005459675750503482
727,16.0,709.0,47.0,0,0,0,INST,2015-11-13,Technology,4,3539562.0,878421.7200000001,3357829.6212000004,-0.005459675750503482
728,5.0,108.0,57.46021093000968,1,1,1,XCOM,2015-11-12,Healthcare,3,11933714.20209696,9200985.52575441,26558084.22784357,-0.004365104682544236
729,14.0,49.0,48.0,0,0,0,VYGR,2015-11-11,Healthcare,2,1261016.0,400614.68000000005,3043124.9307999997,-0.0019767556951695614
730,16.0,28.0,48.0,0,0,0,WVE,2015-11-11,Healthcare,2,1364137.0,285441.69120000006,1835163.3602000005,-0.0019767556951695614
731,22.5,262.0,56.0,0,0,0,EQBK,2015-11-11,Financial Services,2,805467.0,604561.6898999999,2021323.488,-0.0019767556951695614
732,8.0,25.0,53.0,0,0,1,KURA,2015-11-05,Healthcare,3,24995.0,1028901.2050000001,1583194.7842,0.002357821543301156
733,5.0,1110.0,57.46021093000968,1,1,1,FORK,2015-11-04,Consumer Cyclical,2,462977.0,819569.0463,1918269.1034000008,0.002154682950824232
734,4.0,6610.0,54.0,0,0,0,CCRC,2015-12-21,Industrials,0,204353.0,597805.0791999999,1913564.167499999,-0.002084716449670803
735,10.0,541.0,57.46021093000968,1,1,1,YRD,2015-12-18,Financial Services,4,5366821.0,1199836.5399999998,7410968.094800002,-0.002874290075794761
736,21.0,1395.0,57.46021093000968,0,0,0,TEAM,2015-12-10,Technology,3,15009116.0,6656708.379,24034394.780500017,-0.003401507609060994
737,8.0,43.0,50.0,0,0,0,PTI,2016-02-11,Healthcare,3,2110558.0,764658.0616000001,3225586.4458000003,-0.005610020413147081
738,24.0,194.0,54.0,0,1,0,BGNE,2016-02-03,Healthcare,2,2064816.0,2169176.925,6223322.389399998,0.0027679082761271783
739,16.0,55.0,64.0,0,1,0,EDIT,2016-02-03,Healthcare,2,4157947.0,2326286.5882,12617342.479400003,0.0027679082761271783
740,15.0,33.0,71.0,1,1,1,CRVS,2016-03-23,Healthcare,2,1643589.0,659410.088,2929713.778,0.001212349704378208
741,2.85,39.0,60.0,0,1,0,SENS,2016-03-18,Healthcare,4,1158800.0,1779500.0,3378300.0,0.004293517511378996
742,13.5,475.0,56.0,0,1,1,HCM,2016-03-17,Healthcare,3,2254385.0,748730.82,2165587.128,0.004385910312067397
743,12.0,20.0,62.0,0,0,0,SNDX,2016-03-03,Healthcare,3,1916453.0,1480381.3299,3891976.4804000007,0.005322687508603573
744,6.25,49.0,42.0,1,0,0,GWRS,2016-04-28,Utilities,3,258332.0,364379.5709,961053.8032999992,-0.0017007617731328306
745,19.5,11800.0,60.0,0,0,0,RRR,2016-04-27,Consumer Cyclical,2,13630150.0,5474671.12,21036096.85999999,5.856018136964268e-05
746,13.5,1891.0,47.0,1,1,1,YIN,2016-04-27,Financial Services,2,2419835.0,1845082.6100000003,3306334.216900003,5.856018136964268e-05
747,14.0,2047.0,61.0,0,1,1,SCWX,2016-04-22,Technology,4,7988823.0,2458843.8417,8023930.977300009,0.0006327900830545019
748,22.0,4030.0,68.0,1,1,1,ARA,2016-04-21,Healthcare,3,4996106.0,1329070.2501,4519322.032900005,0.0020602582798059377
749,21.0,0.0,57.46021093000968,1,1,1,MGP,2016-04-20,Real Estate,2,29592015.0,12653161.754999997,33068800.705000002,0.004182566964245079
750,10.0,23.0,60.0,1,1,1,AGLE,2016-04-07,Healthcare,3,1429297.0,1083851.9101,3024510.7559999996,-0.0008827872597359747
751,21.0,3700.0,68.0,0,0,0,GMS,2016-05-26,Basic Materials,3,5699987.0,986623.0299999999,5174744.437799997,0.002982599369958816
752,11.0,64.0,68.0,0,0,0,RETA,2016-05-26,Healthcare,3,2045999.0,1389460.2445999999,5719530.4787,0.002982599369958816
753,23.0,25000.0,60.0,0,0,0,USFD,2016-05-26,Consumer Defensive,3,28800216.0,7183182.014999999,32030989.018800005,0.002982599369958816
754,22.0,700.0,50.0,1,1,1,MSBI,2016-05-24,Financial Services,1,1775310.0,1034962.1500000001,3111233.7224999997,0.0020713219799249733
755,10.0,45.0,64.0,0,1,1,MRUS,2016-05-19,Healthcare,3,1030450.0,647111.3598,1527840.7846999995,-0.0030464922752441487
756,11.0,4843.0,57.46021093000968,0,0,0,SUPV,2016-05-19,Financial Services,3,7098505.0,3062491.9299999992,8415149.639999997,-0.0030464922752441487
757,4.0,12.0,56.0,0,0,0,PLSE,2016-05-18,Healthcare,2,626068.0,656046.2999000001,1596987.699200001,-0.0007335849762022553
758,23.0,231.0,64.0,0,0,0,ACIA,2016-05-13,Technology,4,4191956.0,3017394.3111,17807389.322699998,-0.0002909286538619327
759,21.0,2827.0,57.0,0,0,0,SITE,2016-05-12,Industrials,3,6436989.0,1837918.7744999998,7022746.476200002,7.212844769033389e-05
760,10.0,231.0,70.0,0,0,1,TPB,2016-05-11,Consumer Defensive,2,1998385.0,1260910.04,3645753.9502,-0.0011431820225519887
761,12.0,17.0,63.0,1,1,1,SBPH,2016-05-06,Healthcare,4,97513.0,329361.3901,852138.0688999995,-0.0025945438540476073
762,18.0,61.0,65.0,0,0,0,NTLA,2016-05-06,Healthcare,4,5025236.0,2892861.3499000003,9034928.700599998,-0.0025945438540476073
763,12.5,49.0,61.0,0,0,1,SYRS,2016-06-30,Healthcare,3,880253.0,739386.6148999999,1792877.407499999,0.0008662993128778813
764,10.0,0.0,57.46021093000968,1,1,1,GMRE,2016-06-29,Healthcare,2,1549886.0,965127.1798000002,3818637.8665,-0.0006841268440446984
765,15.0,567.0,45.0,1,1,1,TWLO,2016-06-23,Technology,3,21272021.0,58430162.2514,143444655.5075,0.0026095820387279645
766,14.0,54.0,51.0,0,0,1,SELB,2016-06-22,Healthcare,2,1095049.0,298159.8988,878126.6801999997,0.00044344435381392177
767,5.0,23.0,57.46021093000968,0,1,1,VIVE,2016-06-14,Healthcare,1,346.0,479.0,735.0,-0.001615817469453543
768,19.0,1586.0,36.0,1,1,1,COE,2016-06-10,Consumer Defensive,4,1573940.0,612000.2600000001,1458806.1348000006,-0.00021196890677394848
769,16.0,3200.0,58.0,0,0,0,ATKR,2016-06-10,Industrials,4,6091428.0,2095496.0151000002,7004756.805999998,-0.00021196890677394848
770,7.0,22.0,70.0,0,1,1,CLSD,2016-06-02,Healthcare,3,1979489.0,1100698.1940000001,2050390.0321000004,0.003955284879803804
771,6.0,3.0,62.0,0,0,0,MBRX,2016-06-02,Healthcare,3,467665.0,1156518.2700999998,2607146.5130000003,0.003955284879803804
772,14.0,864.0,69.0,0,0,1,NH,2016-06-02,Technology,3,3489073.0,2766461.6296,7128861.9976,0.003955284879803804
773,6.5,14.0,64.0,1,1,1,APOP,2016-07-29,Healthcare,4,272665.0,389027.2698,798039.2754000005,4.167443933151509e-05
774,18.0,566.0,57.0,0,0,0,TLND,2016-07-29,Technology,4,5135118.0,2270293.8968,17281617.3668,4.167443933151509e-05
775,10.0,275.0,62.0,0,0,0,TCMD,2016-07-28,Healthcare,3,1569054.0,724012.7099,2035927.345900001,0.0004186731416348114
776,16.0,145.0,56.0,0,0,0,KNSL,2016-07-28,Financial Services,3,4916459.0,1210969.8202999998,2920532.9345000014,0.0004186731416348114
777,12.0,138.0,69.0,1,1,1,KDMN,2016-07-27,Healthcare,2,6795604.0,2592622.8073,4123366.6701000025,-1.581009757510378e-05
778,11.0,6000.0,60.0,0,0,0,TPIC,2016-07-22,Industrials,4,3201048.0,1694662.7349000003,8703828.308999998,0.0014984448717703896
779,14.0,208.0,60.0,1,1,1,PI,2016-07-21,Technology,3,4750072.0,1883002.81,8000488.3693999965,0.0008671310206756092
780,15.0,76.0,50.0,0,1,0,BOLD,2016-07-20,Healthcare,2,2737472.0,1033619.2791999998,1779496.2968999995,0.002384534182117878
